creatorLabel,datebirth,datedeath,placebirthLabel,coord,lat_long,placedeathLabel,coord_2,lat_long_2
Bernt Notke,1435-01-01T00:00:00Z,1509-06-01T00:00:00Z,Lassan,Point(13.833333333 53.933333333),"53.933333333333, 13.833333333333",Lübeck,,"53.869722222222, 10.686388888889"
Antonello de Saliba,1466-01-01T00:00:00Z,1535-01-01T00:00:00Z,Messine,Point(15.55 38.183333333),"38.183333333333, 15.55",Messine,,"38.183333333333, 15.55"
Francesco Rosselli,1445-01-01T00:00:00Z,1510-01-01T00:00:00Z,Florence,Point(11.254166666 43.771388888),"43.771388888889, 11.254166666667",Florence,,"43.771388888889, 11.254166666667"
Jérôme Bosch,1450-01-01T00:00:00Z,1516-01-01T00:00:00Z,Bois-le-Duc,Point(5.316666666 51.7),"51.7, 5.3166666666667",Bois-le-Duc,,"51.7, 5.3166666666667"
Bernard van Orley,1487-01-01T00:00:00Z,1541-01-06T00:00:00Z,Bruxelles,Point(4.3525 50.846666666),"50.846666666667, 4.3525",Bruxelles,,"50.846666666667, 4.3525"
Altobello Melone,1491-01-01T00:00:00Z,1543-05-03T00:00:00Z,Crémone,Point(10.033333333 45.133333333),"45.133333333333, 10.033333333333",Crémone,,"45.133333333333, 10.033333333333"
Joachim Bueckelaer,1533-01-01T00:00:00Z,1573-01-01T00:00:00Z,Anvers,Point(4.4 51.216666666),"51.216666666667, 4.4",Anvers,,"51.216666666667, 4.4"
François Clouet,1515-01-01T00:00:00Z,1572-09-22T00:00:00Z,Tours,Point(0.688333333 47.392777777),"47.392777777778, 0.68833333333333",Paris,,"48.856577777778, 2.3518277777778"
Jacopo Bassano,1510-01-01T00:00:00Z,1592-02-13T00:00:00Z,Bassano del Grappa,Point(11.736666666 45.768611111),"45.768611111111, 11.736666666667",Bassano del Grappa,,"45.768611111111, 11.736666666667"
Nicolò dell'Abbate,1509-01-01T00:00:00Z,1571-01-01T00:00:00Z,Modène,Point(10.92572 44.64582),"44.64582, 10.92572",Fontainebleau,,"48.408888888889, 2.7016666666667"
Jan Mabuse,1478-01-01T00:00:00Z,1532-10-11T00:00:00Z,Maubeuge,Point(3.9725 50.276944444),"50.276944444444, 3.9725",Anvers,,"51.216666666667, 4.4"
Marcus Gheeraerts l'Ancien,1519-01-01T00:00:00Z,1589-01-01T00:00:00Z,Bruges,Point(3.22 51.209444444),"51.209444444444, 3.22",Londres,,"51.507222222222, -0.1275"
Nicolò dell'Abbate,1512-01-01T00:00:00Z,1571-01-01T00:00:00Z,Modène,Point(10.92572 44.64582),"44.64582, 10.92572",Fontainebleau,,"48.408888888889, 2.7016666666667"
Bernardino Fungai,1460-01-01T00:00:00Z,1516-01-01T00:00:00Z,Sienne,Point(11.331388888 43.318333333),"43.318333333333, 11.331388888889",Sienne,,"43.318333333333, 11.331388888889"
Albrecht Altdorfer,1480-01-01T00:00:00Z,1538-02-12T00:00:00Z,Ratisbonne,Point(12.083333333 49.016666666),"49.016666666667, 12.083333333333",Ratisbonne,,"49.016666666667, 12.083333333333"
Sebastiano Serlio,1475-09-15T00:00:00Z,1554-01-01T00:00:00Z,Bologne,Point(11.342777777 44.493888888),"44.493888888889, 11.342777777778",Fontainebleau,,"48.408888888889, 2.7016666666667"
Marcus Gheeraerts l'Ancien,1521-01-01T00:00:00Z,1589-01-01T00:00:00Z,Bruges,Point(3.22 51.209444444),"51.209444444444, 3.22",Londres,,"51.507222222222, -0.1275"
Giovanni di Niccolò Mansueti,1465-01-01T00:00:00Z,1527-03-26T00:00:00Z,Venise,Point(12.331944444 45.439722222),"45.439722222222, 12.331944444444",Venise,,"45.439722222222, 12.331944444444"
Giorgio Vasari,1511-08-09T00:00:00Z,1574-07-07T00:00:00Z,Arezzo,Point(11.878055555 43.463055555),"43.463055555556, 11.878055555556",Florence,,"43.771388888889, 11.254166666667"
Marcus Gheeraerts l'Ancien,1519-01-01T00:00:00Z,1591-01-01T00:00:00Z,Bruges,Point(3.22 51.209444444),"51.209444444444, 3.22",Londres,,"51.507222222222, -0.1275"
Georg Pencz,1500-01-01T00:00:00Z,1550-10-31T00:00:00Z,Nuremberg,Point(11.077777777 49.452777777),"49.452777777778, 11.077777777778",Leipzig,,"51.333333333333, 12.383333333333"
Wolf Huber,1485-01-01T00:00:00Z,1553-06-13T00:00:00Z,Feldkirch,Point(9.598333333 47.238055555),"47.238055555556, 9.5983333333333",Passau,,"48.566666666667, 13.466666666667"
Bernardo Zenale,1463-01-01T00:00:00Z,1526-01-01T00:00:00Z,Treviglio,Point(9.592777777 45.521388888),"45.521388888889, 9.5927777777778",Milan,,"45.464161, 9.190336"
David Joris,1501-01-01T00:00:00Z,1556-08-25T00:00:00Z,Bruxelles,Point(4.3525 50.846666666),"50.846666666667, 4.3525",Bâle,,"47.550555555556, 7.5911111111111"
Lorenzo Costa,1460-01-01T00:00:00Z,1535-03-25T00:00:00Z,Ferrare,Point(11.619865 44.835297),"44.835297, 11.619865",Mantoue,,"45.156388888889, 10.791111111111"
Baccio Bandinelli,1493-10-26T00:00:00Z,1560-02-17T00:00:00Z,Florence,Point(11.254166666 43.771388888),"43.771388888889, 11.254166666667",Florence,,"43.771388888889, 11.254166666667"
Henri Bles,1510-01-01T00:00:00Z,1555-01-01T00:00:00Z,Bouvignes-sur-Meuse,Point(4.8986 50.2725),"50.2725, 4.8986",Ferrare,,"44.835297, 11.619865"
Luis de Morales,1509-01-01T00:00:00Z,1586-05-09T00:00:00Z,Badajoz,Point(-6.97 38.88),"38.88, -6.97",Badajoz,,"38.88, -6.97"
Bartolommeo Ramenghi,1484-01-01T00:00:00Z,1542-01-01T00:00:00Z,Bagnacavallo,Point(11.983333333 44.416666666),"44.416666666667, 11.983333333333",Bologne,,"44.493888888889, 11.342777777778"
Pellegrino Tibaldi,1527-01-01T00:00:00Z,1596-05-27T00:00:00Z,Puria,Point(9.057222222 46.032777777),"46.0324, 9.05694",Milan,,"45.464161, 9.190336"
Pellegrino Tibaldi,1527-01-01T00:00:00Z,1596-05-27T00:00:00Z,Puria,Point(9.057222222 46.032777777),"46.032777777778, 9.0572222222222",Milan,,"45.464161, 9.190336"
Adriaen Isenbrant,1500-01-01T00:00:00Z,1551-01-01T00:00:00Z,Bruges,Point(3.22 51.209444444),"51.209444444444, 3.22",Bruges,,"51.209444444444, 3.22"
Boccaccio Boccaccino,1460-01-01T00:00:00Z,1525-01-01T00:00:00Z,Ferrare,Point(11.619865 44.835297),"44.835297, 11.619865",Crémone,,"45.133333333333, 10.033333333333"
David Joris,1501-01-01T00:00:00Z,1556-08-25T00:00:00Z,Bruges,Point(3.22 51.209444444),"51.209444444444, 3.22",Bâle,,"47.550555555556, 7.5911111111111"
Jakob Seisenegger,1505-01-01T00:00:00Z,1567-01-01T00:00:00Z,Basse-Autriche,Point(15.75 48.333333333),"48.333333333333, 15.75",Linz,,"48.3, 14.283333333333"
Giovanni Battista Castello,1509-01-01T00:00:00Z,1569-01-01T00:00:00Z,Crema,Point(9.683333333 45.366666666),"45.366666666667, 9.6833333333333",Espagne,,"40, -3"
Meister I A M von Zwolle,1425-01-01T00:00:00Z,1504-01-01T00:00:00Z,Schüttorf,Point(7.216666666 52.316666666),"52.316666666667, 7.2166666666667",Zwolle,,"52.516666666667, 6.1"
Pellegrino Tibaldi,1527-01-01T00:00:00Z,1596-05-27T00:00:00Z,Puria,Point(9.05694 46.0324),"46.0324, 9.05694",Milan,,"45.464161, 9.190336"
Pellegrino Tibaldi,1527-01-01T00:00:00Z,1596-05-27T00:00:00Z,Puria,Point(9.05694 46.0324),"46.032777777778, 9.0572222222222",Milan,,"45.464161, 9.190336"
Henri Bles,1480-01-01T00:00:00Z,1555-01-01T00:00:00Z,Bouvignes-sur-Meuse,Point(4.8986 50.2725),"50.2725, 4.8986",Ferrare,,"44.835297, 11.619865"
Jean Provost,1465-01-01T00:00:00Z,1529-01-01T00:00:00Z,Mons,Point(3.951944444 50.454722222),"50.454722222222, 3.9519444444444",Bruges,,"51.209444444444, 3.22"
Paris Bordone,1500-07-15T00:00:00Z,1570-01-29T00:00:00Z,Trévise,Point(12.242219444 45.672219444),"45.672219444444, 12.242219444444",Venise,,"45.439722222222, 12.331944444444"
Bartolomeo della Gatta,1448-01-01T00:00:00Z,1502-01-01T00:00:00Z,Florence,Point(11.254166666 43.771388888),"43.771388888889, 11.254166666667",Arezzo,,"43.463055555556, 11.878055555556"
Pellegrino Tibaldi,1527-01-01T00:00:00Z,1596-01-01T00:00:00Z,Puria,Point(9.057222222 46.032777777),"46.0324, 9.05694",Milan,,"45.464161, 9.190336"
Pellegrino Tibaldi,1527-01-01T00:00:00Z,1596-01-01T00:00:00Z,Puria,Point(9.057222222 46.032777777),"46.032777777778, 9.0572222222222",Milan,,"45.464161, 9.190336"
Adriaen Isenbrant,1485-01-01T00:00:00Z,1551-01-01T00:00:00Z,Bruges,Point(3.22 51.209444444),"51.209444444444, 3.22",Bruges,,"51.209444444444, 3.22"
Girolamo Macchietti,1535-01-01T00:00:00Z,1592-01-01T00:00:00Z,Florence,Point(11.254166666 43.771388888),"43.771388888889, 11.254166666667",Florence,,"43.771388888889, 11.254166666667"
Pellegrino Tibaldi,1527-01-01T00:00:00Z,1596-01-01T00:00:00Z,Puria,Point(9.05694 46.0324),"46.0324, 9.05694",Milan,,"45.464161, 9.190336"
Pellegrino Tibaldi,1527-01-01T00:00:00Z,1596-01-01T00:00:00Z,Puria,Point(9.05694 46.0324),"46.032777777778, 9.0572222222222",Milan,,"45.464161, 9.190336"
Ascanio Condivi,1525-01-01T00:00:00Z,1574-12-20T00:00:00Z,Ripatransone,Point(13.762491666 43.000216666),"43.000216666667, 13.762491666667",Ripatransone,,"43.000216666667, 13.762491666667"
Lelio Orsi,1508-01-01T00:00:00Z,1587-05-03T00:00:00Z,Novellara,Point(10.733333333 44.85),"44.85, 10.733333333333",Novellara,,"44.85, 10.733333333333"
Giulio Romano,1499-01-01T00:00:00Z,1546-11-01T00:00:00Z,Rome,Point(12.482777777 41.893055555),"41.893055555556, 12.482777777778",Mantoue,,"45.156388888889, 10.791111111111"
Hans Leu,1460-01-01T00:00:00Z,1507-01-01T00:00:00Z,Baden,Point(8.304166666 47.473333333),"47.473333333333, 8.3041666666667",Zurich,,"47.378611111111, 8.54"
Corneille de Lyon,1500-01-01T00:00:00Z,1575-11-08T00:00:00Z,La Haye,Point(4.3175 52.084166666),"52.084166666667, 4.3175",Lyon,,"45.758888888889, 4.8413888888889"
Maître du retable de saint Barthélemy,1450-01-01T00:00:00Z,1510-01-01T00:00:00Z,Nimègue,Point(5.85 51.833333333),"51.833333333333, 5.85",Cologne,,"50.942222222222, 6.9577777777778"
Bartholomaeus Bruyn le Vieux,1493-01-01T00:00:00Z,1555-04-22T00:00:00Z,Wesel,Point(6.617777777 51.658611111),"51.658611111111, 6.6177777777778",Cologne,,"50.942222222222, 6.9577777777778"
Hans Leonhard Schäuffelin,1480-01-01T00:00:00Z,1540-01-01T00:00:00Z,Nuremberg,Point(11.077777777 49.452777777),"49.452777777778, 11.077777777778",Nördlingen,,"48.85, 10.5"
Tobias Stimmer,1539-04-07T00:00:00Z,1584-01-04T00:00:00Z,Schaffhouse,Point(8.633055555 47.7),"47.7, 8.6330555555556",Strasbourg,,"48.573333333333, 7.7522222222222"
Adriaen Isenbrant,1490-01-01T00:00:00Z,1551-01-01T00:00:00Z,Bruges,Point(3.22 51.209444444),"51.209444444444, 3.22",Bruges,,"51.209444444444, 3.22"
Niklaus Manuel,1484-01-01T00:00:00Z,1530-04-28T00:00:00Z,Berne,Point(7.438611111 46.950833333),"46.950833333333, 7.4386111111111",Berne,,"46.950833333333, 7.4386111111111"
Marx Reichlich,1460-01-01T00:00:00Z,1520-01-01T00:00:00Z,Bressanone,Point(11.65 46.716666666),"46.716666666667, 11.65",Bressanone,,"46.716666666667, 11.65"
Bastiano da Sangallo,1481-01-01T00:00:00Z,1551-05-31T00:00:00Z,Florence,Point(11.254166666 43.771388888),"43.771388888889, 11.254166666667",Florence,,"43.771388888889, 11.254166666667"
Bonifazio Veronese,1487-01-01T00:00:00Z,1553-11-08T00:00:00Z,Vérone,Point(10.993741666 45.438158333),"45.438158333333, 10.993741666667",Venise,,"45.439722222222, 12.331944444444"
Dosso Dossi,1480-01-01T00:00:00Z,1542-08-01T00:00:00Z,Mirandola,Point(11.06603 44.88727),"44.88727, 11.06603",Ferrare,,"44.835297, 11.619865"
Sebastiano Mainardi,1460-01-01T00:00:00Z,1513-09-01T00:00:00Z,San Gimignano,Point(11.043221 43.467719),"43.467719, 11.043221",Florence,,"43.771388888889, 11.254166666667"
Aurelio Luini,1530-01-01T00:00:00Z,1593-01-01T00:00:00Z,Milan,Point(9.190336 45.464161),"45.464161, 9.190336",Milan,,"45.464161, 9.190336"
Pastorino dei Pastorini,1508-01-01T00:00:00Z,1592-01-01T00:00:00Z,Castelnuovo Berardenga,Point(11.504166666 43.347222222),"43.347222222222, 11.504166666667",Florence,,"43.771388888889, 11.254166666667"
Gillis Congnet,1542-01-01T00:00:00Z,1599-10-27T00:00:00Z,Anvers,Point(4.4 51.216666666),"51.216666666667, 4.4",Hambourg,,"53.55, 10"
Alessandro Fei,1543-01-01T00:00:00Z,1592-01-01T00:00:00Z,Florence,Point(11.254166666 43.771388888),"43.771388888889, 11.254166666667",Florence,,"43.771388888889, 11.254166666667"
Cornelis Engebrechtsz,1468-01-01T00:00:00Z,1533-01-01T00:00:00Z,Leyde,Point(4.4836 52.15274),"52.154444444444, 4.4947222222222",Leyde,,"52.154444444444, 4.4947222222222"
Cornelis Engebrechtsz,1468-01-01T00:00:00Z,1533-01-01T00:00:00Z,Leyde,Point(4.4836 52.15274),"52.15274, 4.4836",Leyde,,"52.154444444444, 4.4947222222222"
Cornelis Engebrechtsz,1468-01-01T00:00:00Z,1533-01-01T00:00:00Z,Leyde,Point(4.4836 52.15274),"52.154444444444, 4.4947222222222",Leyde,,"52.15274, 4.4836"
Cornelis Engebrechtsz,1468-01-01T00:00:00Z,1533-01-01T00:00:00Z,Leyde,Point(4.4836 52.15274),"52.15274, 4.4836",Leyde,,"52.15274, 4.4836"
Lucas Horenbout,1490-01-01T00:00:00Z,1544-01-01T00:00:00Z,Gand,Point(3.716666666 51.05),"51.05, 3.7166666666667",Londres,,"51.507222222222, -0.1275"
Marco Palmezzano,1460-01-01T00:00:00Z,1539-01-01T00:00:00Z,Forlì,Point(12.040833333 44.2225),"44.2225, 12.040833333333",Forlì,,"44.2225, 12.040833333333"
Jacob Cornelisz van Oostsanen,1472-01-01T00:00:00Z,1533-01-01T00:00:00Z,Oostzaan,Point(4.8789 52.4406),"52.4406, 4.8789",Amsterdam,,"52.383333333333, 4.9"
Antonio Badile,1518-01-01T00:00:00Z,1560-01-01T00:00:00Z,Vérone,Point(10.993741666 45.438158333),"45.438158333333, 10.993741666667",Venise,,"45.439722222222, 12.331944444444"
Richard Aertsz,1482-01-01T00:00:00Z,1577-05-01T00:00:00Z,Wijk aan Zee,Point(4.594722222 52.491944444),"52.491944444444, 4.5947222222222",Anvers,,"51.216666666667, 4.4"
Polidoro da Caravaggio,1499-01-01T00:00:00Z,1543-01-01T00:00:00Z,Bergame,Point(9.67 45.695),"45.695, 9.67",Messine,,"38.183333333333, 15.55"
Hans Cranach,1513-01-01T00:00:00Z,1537-10-09T00:00:00Z,Wittemberg,Point(12.649722222 51.865833333),"51.865833333333, 12.649722222222",Bologne,,"44.493888888889, 11.342777777778"
Urs Graf,1485-01-01T00:00:00Z,1528-01-01T00:00:00Z,Soleure,Point(7.5375 47.208055555),"47.208055555556, 7.5375",Bâle,,"47.550555555556, 7.5911111111111"
Pietro Paolo Agabito,1470-01-01T00:00:00Z,1540-01-01T00:00:00Z,Sassoferrato,Point(12.856519444 43.427469444),"43.427469444444, 12.856519444444",Cupramontana,,"43.445980555556, 13.117369444444"
Johannes Melchior Bocksberger,1540-01-01T00:00:00Z,1589-01-01T00:00:00Z,Salzbourg,Point(13.033333333 47.8),"47.8, 13.033333333333",Ratisbonne,,"49.016666666667, 12.083333333333"
Michael Strigel,1445-01-01T00:00:00Z,1519-01-01T00:00:00Z,Memmingen,Point(10.181111111 47.987777777),"47.987777777778, 10.181111111111",Memmingen,,"47.987777777778, 10.181111111111"
Conrad Faber von Creuznach,1490-01-01T00:00:00Z,1552-09-10T00:00:00Z,Bad Kreuznach,Point(7.866944444 49.846944444),"49.846944444444, 7.8669444444444",Francfort-sur-le-Main,,"50.113611111111, 8.6797222222222"
Pietro Marescalchi,1522-01-01T00:00:00Z,1584-05-09T00:00:00Z,Feltre,Point(11.9 46.016666666),"46.016666666667, 11.9",Feltre,,"46.016666666667, 11.9"
Lorenzo Rustici,1512-01-01T00:00:00Z,1572-01-01T00:00:00Z,Sienne,Point(11.331388888 43.318333333),"43.318333333333, 11.331388888889",Sienne,,"43.318333333333, 11.331388888889"
Cornelis Engebrechtsz,1468-01-01T00:00:00Z,1533-01-01T00:00:00Z,Leyde,Point(4.494722222 52.154444444),"52.154444444444, 4.4947222222222",Leyde,,"52.154444444444, 4.4947222222222"
Cornelis Engebrechtsz,1468-01-01T00:00:00Z,1533-01-01T00:00:00Z,Leyde,Point(4.494722222 52.154444444),"52.15274, 4.4836",Leyde,,"52.154444444444, 4.4947222222222"
Cornelis Engebrechtsz,1468-01-01T00:00:00Z,1533-01-01T00:00:00Z,Leyde,Point(4.494722222 52.154444444),"52.154444444444, 4.4947222222222",Leyde,,"52.15274, 4.4836"
Cornelis Engebrechtsz,1468-01-01T00:00:00Z,1533-01-01T00:00:00Z,Leyde,Point(4.494722222 52.154444444),"52.15274, 4.4836",Leyde,,"52.15274, 4.4836"
Jean de Joigny,1506-01-01T00:00:00Z,1577-01-01T00:00:00Z,Joigny,Point(3.397222222 47.982222222),"47.982222222222, 3.3972222222222",Valladolid,,"41.651980555556, -4.7285611111111"
Lorenzo Costa le Jeune,1537-01-01T00:00:00Z,1583-09-29T00:00:00Z,Mantoue,Point(10.791111111 45.156388888),"45.156388888889, 10.791111111111",Mantoue,,"45.156388888889, 10.791111111111"
Jacopo de' Barbari,1460-01-01T00:00:00Z,1516-01-01T00:00:00Z,Venise,Point(12.331944444 45.439722222),"45.439722222222, 12.331944444444",Malines,,"51.016666666667, 4.4666666666667"
Alessandro Bonvicino,1498-01-01T00:00:00Z,1554-12-01T00:00:00Z,Rovato,Point(9.999722222 45.564166666),"45.564166666667, 9.9997222222222",Rovato,,"45.564166666667, 9.9997222222222"
Johann Ruysch,1460-01-01T00:00:00Z,1533-01-01T00:00:00Z,Utrecht,Point(5.115555555 52.088888888),"52.088888888889, 5.1155555555556",Cologne,,"50.942222222222, 6.9577777777778"
Vincenzo Campi,1536-01-01T00:00:00Z,1591-10-03T00:00:00Z,Crémone,Point(10.033333333 45.133333333),"45.133333333333, 10.033333333333",Crémone,,"45.133333333333, 10.033333333333"
Marco Basaiti,1470-01-01T00:00:00Z,1530-01-01T00:00:00Z,Venise,Point(12.331944444 45.439722222),"45.439722222222, 12.331944444444",Venise,,"45.439722222222, 12.331944444444"
Augustin Cranach,1554-01-01T00:00:00Z,1595-07-26T00:00:00Z,Wittemberg,Point(12.649722222 51.865833333),"51.865833333333, 12.649722222222",Wittemberg,,"51.865833333333, 12.649722222222"
Francisco Henriques,1500-01-01T00:00:00Z,1518-01-01T00:00:00Z,Bruges,Point(3.22 51.209444444),"51.209444444444, 3.22",Lisbonne,,"38.716666666667, -9.1666666666667"
Raffaellino da Reggio,1550-01-01T00:00:00Z,1578-05-01T00:00:00Z,Codemondo,Point(10.55874 44.69107),"44.69107, 10.55874",Rome,,"41.893055555556, 12.482777777778"
Roberto da Montevarchi,1460-01-01T00:00:00Z,1522-01-01T00:00:00Z,Montevarchi,Point(11.567866666 43.523397222),"43.523397222222, 11.567866666667",Montevarchi,,"43.523397222222, 11.567866666667"
Fernando Yáñez de la Almedina,1459-01-01T00:00:00Z,1537-01-01T00:00:00Z,Almedina,Point(-2.9545148 38.6238679),"38.6238679, -2.9545148",Valence,,"39.466666666667, -0.375"
Deodato Guinaccia,1510-01-01T00:00:00Z,1585-01-01T00:00:00Z,Naples,Point(14.25 40.833333333),"40.833333333333, 14.25",Messine,,"38.183333333333, 15.55"
Cesare da Sesto,1477-01-01T00:00:00Z,1523-08-06T00:00:00Z,Sesto Calende,Point(8.633333333 45.733333333),"45.733333333333, 8.6333333333333",Milan,,"45.464161, 9.190336"
Nikola Božidarević,1463-01-01T00:00:00Z,1517-01-01T00:00:00Z,Kotor,Point(18.771191 42.42539),"42.42539, 18.771191",Dubrovnik,,"42.640277777778, 18.108333333333"
Girolamo Genga,1476-01-01T00:00:00Z,1551-07-21T00:00:00Z,Urbino,Point(12.6372 43.725238888),"43.725238888889, 12.6372",Urbino,,"43.725238888889, 12.6372"
Perin del Vaga,1501-07-13T00:00:00Z,1547-11-08T00:00:00Z,Florence,Point(11.254166666 43.771388888),"43.771388888889, 11.254166666667",Rome,,"41.893055555556, 12.482777777778"
Andrea Previtali,1480-01-01T00:00:00Z,1528-01-01T00:00:00Z,Berbenno,Point(9.568333333 45.813611111),"45.813611111111, 9.5683333333333",Bergame,,"45.695, 9.67"
Camillo Boccaccino,1505-01-01T00:00:00Z,1546-01-01T00:00:00Z,Crémone,Point(10.033333333 45.133333333),"45.133333333333, 10.033333333333",Crémone,,"45.133333333333, 10.033333333333"
Francesco Morandini,1544-01-01T00:00:00Z,1597-01-01T00:00:00Z,Poppi,Point(11.761666666 43.735833333),"43.735833333333, 11.761666666667",Florence,,"43.771388888889, 11.254166666667"
Giovanni Maria Falconetto,1468-01-01T00:00:00Z,1535-01-01T00:00:00Z,Vérone,Point(10.993741666 45.438158333),"45.438158333333, 10.993741666667",Padoue,,"45.406388888889, 11.877777777778"
Alvise Vivarini,1446-01-01T00:00:00Z,1502-01-01T00:00:00Z,Venise,Point(12.331944444 45.439722222),"45.439722222222, 12.331944444444",Venise,,"45.439722222222, 12.331944444444"
Saturnino Gatti,1463-01-01T00:00:00Z,1518-01-01T00:00:00Z,Pizzoli,Point(13.29886 42.43603),"42.433055555556, 13.3125",L'Aquila,,"42.354008333333, 13.391991666667"
Saturnino Gatti,1463-01-01T00:00:00Z,1518-01-01T00:00:00Z,Pizzoli,Point(13.29886 42.43603),"42.43603, 13.29886",L'Aquila,,"42.354008333333, 13.391991666667"
Pier Francesco Foschi,1502-11-02T00:00:00Z,1567-09-17T00:00:00Z,Florence,Point(11.254166666 43.771388888),"43.771388888889, 11.254166666667",Florence,,"43.771388888889, 11.254166666667"
Baldassarre Peruzzi,1481-03-16T00:00:00Z,1537-01-16T00:00:00Z,Sienne,Point(11.331388888 43.318333333),"43.318333333333, 11.331388888889",Rome,,"41.893055555556, 12.482777777778"
Anton Woensam,1492-01-01T00:00:00Z,1541-01-01T00:00:00Z,Worms,Point(8.365277777 49.631944444),"49.631944444444, 8.3652777777778",Cologne,,"50.942222222222, 6.9577777777778"
Pirro Ligorio,1513-01-01T00:00:00Z,1583-02-26T00:00:00Z,Naples,Point(14.25 40.833333333),"40.833333333333, 14.25",Ferrare,,"44.835297, 11.619865"
Baldassarre Peruzzi,1481-03-16T00:00:00Z,1536-01-06T00:00:00Z,Sienne,Point(11.331388888 43.318333333),"43.318333333333, 11.331388888889",Rome,,"41.893055555556, 12.482777777778"
Hans Baldung,1484-01-01T00:00:00Z,1545-09-01T00:00:00Z,Schwäbisch Gmünd,Point(9.8 48.8),"48.8, 9.8",Strasbourg,,"48.573333333333, 7.7522222222222"
Francesco Bassano le Jeune,1549-02-05T00:00:00Z,1592-07-04T00:00:00Z,Bassano del Grappa,Point(11.736666666 45.768611111),"45.768611111111, 11.736666666667",Venise,,"45.439722222222, 12.331944444444"
Benedetto Coda,1492-01-01T00:00:00Z,1535-01-01T00:00:00Z,Trévise,Point(12.242219444 45.672219444),"45.672219444444, 12.242219444444",Rimini,,"44.0595, 12.5685"
Simone Peterzano,1540-01-01T00:00:00Z,1596-01-01T00:00:00Z,Bergame,Point(9.67 45.695),"45.695, 9.67",Milan,,"45.464161, 9.190336"
Lorenzino da Bologna,1530-01-01T00:00:00Z,1576-08-02T00:00:00Z,Bologne,Point(11.342777777 44.493888888),"44.493888888889, 11.342777777778",Rome,,"41.893055555556, 12.482777777778"
Pellegrino da San Daniele,1467-01-01T00:00:00Z,1547-12-17T00:00:00Z,San Daniele del Friuli,Point(13.016666666 46.15),"46.15, 13.016666666667",Udine,,"46.066666666667, 13.233333333333"
Bernhard Strigel,1460-01-01T00:00:00Z,1528-05-24T00:00:00Z,Memmingen,Point(10.181111111 47.987777777),"47.987777777778, 10.181111111111",Memmingen,,"47.987777777778, 10.181111111111"
Antonio Giuffrè,1493-01-01T00:00:00Z,1543-01-01T00:00:00Z,Messine,Point(15.55 38.183333333),"38.183333333333, 15.55",Messine,,"38.183333333333, 15.55"
Lucas Cranach l'Ancien,1472-10-22T00:00:00Z,1553-11-05T00:00:00Z,Kronach,Point(11.328055555 50.241111111),"50.241111111111, 11.328055555556",Weimar,,"50.983333333333, 11.316666666667"
Antoniazzo Romano,1430-01-01T00:00:00Z,1508-01-01T00:00:00Z,Rome,Point(12.482777777 41.893055555),"41.893055555556, 12.482777777778",Rome,,"41.893055555556, 12.482777777778"
Bartholomäus Zeitblom,1460-01-01T00:00:00Z,1519-01-01T00:00:00Z,Nördlingen,Point(10.5 48.85),"48.85, 10.5",Ulm,,"48.4, 9.9833333333333"
Francesco Granacci,1469-08-10T00:00:00Z,1543-12-20T00:00:00Z,Volterra,Point(10.866666666 43.4),"43.4, 10.866666666667",Florence,,"43.771388888889, 11.254166666667"
Barthel Beham,1502-01-01T00:00:00Z,1540-01-01T00:00:00Z,Nuremberg,Point(11.077777777 49.452777777),"49.452777777778, 11.077777777778",Bologne,,"44.493888888889, 11.342777777778"
Giovanni Battista Moroni,1525-01-01T00:00:00Z,1578-02-05T00:00:00Z,Albino,Point(9.796944444 45.760555555),"45.760555555556, 9.7969444444444",Bergame,,"45.695, 9.67"
Lucia Anguissola,1536-01-01T00:00:00Z,1565-01-01T00:00:00Z,Crémone,Point(10.033333333 45.133333333),"45.133333333333, 10.033333333333",Crémone,,"45.133333333333, 10.033333333333"
Vincenzo Tamagni,1492-04-10T00:00:00Z,1530-01-01T00:00:00Z,San Gimignano,Point(11.043221 43.467719),"43.467719, 11.043221",San Gimignano,,"43.467719, 11.043221"
Andrea Schiavone,1522-01-01T00:00:00Z,1563-12-21T00:00:00Z,Zadar,Point(15.216666666 44.116666666),"44.116666666667, 15.216666666667",Venise,,"45.439722222222, 12.331944444444"
Vicente Masip,1475-01-01T00:00:00Z,1545-01-01T00:00:00Z,Andilla,Point(-0.813611111 39.835833333),"39.835833333333, -0.81361111111111",Valence,,"39.466666666667, -0.375"
Antonio Moro,1520-01-01T00:00:00Z,1575-01-01T00:00:00Z,Utrecht,Point(5.115555555 52.088888888),"52.088888888889, 5.1155555555556",Anvers,,"51.216666666667, 4.4"
Leonhard Beck,1480-01-01T00:00:00Z,1542-01-01T00:00:00Z,Augsbourg,Point(10.898333333 48.371666666),"48.371666666667, 10.898333333333",Augsbourg,,"48.371666666667, 10.898333333333"
Amico Aspertini,1475-01-01T00:00:00Z,1552-01-01T00:00:00Z,Bologne,Point(11.342777777 44.493888888),"44.493888888889, 11.342777777778",Bologne,,"44.493888888889, 11.342777777778"
Gaspard Becerra,1520-01-01T00:00:00Z,1568-01-23T00:00:00Z,Baeza,Point(-3.466666666 37.983333333),"37.983333333333, -3.4666666666667",Madrid,,"40.418888888889, -3.6919444444444"
