creatorLabel,datebirth,datedeath,placebirthLabel,coord,lat_long,placedeathLabel,coord_2,lat_long_2
Daniele da Volterra,1509-01-01T00:00:00Z,1566-04-24T00:00:00Z,Volterra,Point(10.866666666 43.4),"43.4, 10.866666666667",Rome,,"41.893055555556, 12.482777777778"
Quentin Metsys le Jeune,1543-01-01T00:00:00Z,1589-04-18T00:00:00Z,Anvers,Point(4.4 51.216666666),"51.216666666667, 4.4",Francfort-sur-l'Oder,,"52.35, 14.55"
Hans Bol,1534-12-26T00:00:00Z,1593-11-20T00:00:00Z,Malines,Point(4.466666666 51.016666666),"51.016666666667, 4.4666666666667",Amsterdam,,"52.383333333333, 4.9"
Marietta Robusti,1554-01-01T00:00:00Z,1590-01-01T00:00:00Z,Venise,Point(12.331944444 45.439722222),"45.439722222222, 12.331944444444",Venise,,"45.439722222222, 12.331944444444"
Girolamo da Treviso,1508-01-01T00:00:00Z,1544-09-30T00:00:00Z,Trévise,Point(12.242219444 45.672219444),"45.672219444444, 12.242219444444",Boulogne-sur-Mer,,"50.725555555556, 1.6138888888889"
Jan Mostaert,1475-01-01T00:00:00Z,1555-01-01T00:00:00Z,Haarlem,Point(4.640555555 52.380277777),"52.380277777778, 4.6405555555556",Haarlem,,"52.380277777778, 4.6405555555556"
Hans Hoffmann,1530-01-01T00:00:00Z,1591-01-01T00:00:00Z,Nuremberg,Point(11.077777777 49.452777777),"49.452777777778, 11.077777777778",Prague,,"50.088611111111, 14.421388888889"
Antoine Caron,1521-01-01T00:00:00Z,1599-01-01T00:00:00Z,Beauvais,Point(2.0875 49.434166666),"49.434166666667, 2.0875",Paris,,"48.856577777778, 2.3518277777778"
Jacopo Zucchi,1542-01-01T00:00:00Z,1596-01-01T00:00:00Z,Florence,Point(11.254166666 43.771388888),"43.771388888889, 11.254166666667",Florence,,"43.771388888889, 11.254166666667"
Bernardino Loschi,1460-01-01T00:00:00Z,1540-05-27T00:00:00Z,Parme,Point(10.328 44.801472222),"44.801472222222, 10.328",Carpi,,"44.78237, 10.8777"
Bernardino Loschi,1460-01-01T00:00:00Z,1540-05-27T00:00:00Z,Parme,Point(10.328 44.801472222),"44.801472222222, 10.328",Carpi,,"44.783333333333, 10.885"
Michelangelo Anselmi,1492-01-01T00:00:00Z,1556-01-01T00:00:00Z,Lucques,Point(10.516666666 43.85),"43.85, 10.516666666667",Parme,,"44.801472222222, 10.328"
Martin Kober,1550-01-01T00:00:00Z,1598-01-01T00:00:00Z,Wrocław,Point(17.03533 51.10773),"51.10773, 17.03533",Cracovie,,"50.066666666667, 19.95"
Pirro Ligorio,1514-01-01T00:00:00Z,1583-02-26T00:00:00Z,Naples,Point(14.25 40.833333333),"40.833333333333, 14.25",Ferrare,,"44.835297, 11.619865"
Hans Holbein l'Ancien,1465-01-01T00:00:00Z,1524-01-01T00:00:00Z,Augsbourg,Point(10.898333333 48.371666666),"48.371666666667, 10.898333333333",Bâle,,"47.550555555556, 7.5911111111111"
Veit Stoss,1448-01-01T00:00:00Z,1533-09-30T00:00:00Z,Horb am Neckar,Point(8.691111111 48.445),"48.445, 8.6911111111111",Nuremberg,,"49.452777777778, 11.077777777778"
Christoph Weiditz,1498-01-01T00:00:00Z,1559-01-01T00:00:00Z,Strasbourg,Point(7.752222222 48.573333333),"48.573333333333, 7.7522222222222",Fribourg-en-Brisgau,,"47.994722222222, 7.8497222222222"
Le Pordenone,1484-01-01T00:00:00Z,1539-01-24T00:00:00Z,Pordenone,Point(12.6563 45.9626),"45.9626, 12.6563",Ferrare,,"44.835297, 11.619865"
Il Romanino,1485-01-01T00:00:00Z,1566-01-01T00:00:00Z,Brescia,Point(10.220280555 45.538888888),"45.538888888889, 10.220280555556",Brescia,,"45.538888888889, 10.220280555556"
Jean de Tournes,1504-01-01T00:00:00Z,1564-09-07T00:00:00Z,Noyon,Point(2.998888888 49.581111111),"49.581111111111, 2.9988888888889",Paris,,"48.856577777778, 2.3518277777778"
Giovanni Sallustio Peruzzi,1511-01-01T00:00:00Z,1573-01-01T00:00:00Z,Sienne,Point(11.331388888 43.318333333),"43.318333333333, 11.331388888889",Autriche,,"48, 14"
Gerard Horenbout,1465-01-01T00:00:00Z,1541-01-01T00:00:00Z,Gand,Point(3.716666666 51.05),"51.05, 3.7166666666667",Londres,,"51.507222222222, -0.1275"
Jakob Binck,1495-01-01T00:00:00Z,1569-08-28T00:00:00Z,Cologne,Point(6.957777777 50.942222222),"50.942222222222, 6.9577777777778",Königsberg,,"54.716666666667, 20.516666666667"
Antonio Campi,1524-01-01T00:00:00Z,1587-01-01T00:00:00Z,Crémone,Point(10.033333333 45.133333333),"45.133333333333, 10.033333333333",Crémone,,"45.133333333333, 10.033333333333"
Lucas Cranach le Jeune,1515-10-14T00:00:00Z,1586-01-25T00:00:00Z,Wittemberg,Point(12.649722222 51.865833333),"51.865833333333, 12.649722222222",Wittemberg,,"51.865833333333, 12.649722222222"
Prospero Fontana,1512-01-01T00:00:00Z,1597-01-01T00:00:00Z,Bologne,Point(11.342777777 44.493888888),"44.493888888889, 11.342777777778",Rome,,"41.893055555556, 12.482777777778"
Adriaen Thomasz. Key,1544-01-01T00:00:00Z,1589-01-01T00:00:00Z,Anvers,Point(4.4 51.216666666),"51.216666666667, 4.4",Anvers,,"51.216666666667, 4.4"
Maître de Francfort,1460-01-01T00:00:00Z,1533-01-01T00:00:00Z,Anvers,Point(4.4 51.216666666),"51.216666666667, 4.4",Anvers,,"51.216666666667, 4.4"
Ridolfo del Ghirlandaio,1483-02-23T00:00:00Z,1561-06-16T00:00:00Z,Florence,Point(11.254166666 43.771388888),"43.771388888889, 11.254166666667",Florence,,"43.771388888889, 11.254166666667"
Andrea Solari,1460-01-01T00:00:00Z,1524-01-01T00:00:00Z,Milan,Point(9.190336 45.464161),"45.464161, 9.190336",Milan,,"45.464161, 9.190336"
Maarten van Heemskerck,1498-06-10T00:00:00Z,1574-10-11T00:00:00Z,Heemskerk,Point(4.666666666 52.516666666),"52.516666666667, 4.6666666666667",Haarlem,,"52.380277777778, 4.6405555555556"
Lorenzo d'Alessandro,1445-01-01T00:00:00Z,1503-01-01T00:00:00Z,San Severino Marche,Point(13.177102777 43.228855555),"43.228855555556, 13.177102777778",San Severino Marche,,"43.228855555556, 13.177102777778"
Hans Mielich,1516-01-01T00:00:00Z,1573-03-20T00:00:00Z,Munich,Point(11.566666666 48.133333333),"48.133333333333, 11.566666666667",Munich,,"48.133333333333, 11.566666666667"
Franciabigio,1482-01-01T00:00:00Z,1525-02-13T00:00:00Z,Florence,Point(11.254166666 43.771388888),"43.771388888889, 11.254166666667",Florence,,"43.771388888889, 11.254166666667"
Niccolò Soggi,1480-01-01T00:00:00Z,1552-07-12T00:00:00Z,Arezzo,Point(11.878055555 43.463055555),"43.463055555556, 11.878055555556",Arezzo,,"43.463055555556, 11.878055555556"
Anton van den Wyngaerde,1525-01-01T00:00:00Z,1571-05-07T00:00:00Z,Anvers,Point(4.4 51.216666666),"51.216666666667, 4.4",Madrid,,"40.418888888889, -3.6919444444444"
Andrea Schiavone,1522-01-01T00:00:00Z,1563-12-01T00:00:00Z,Zadar,Point(15.216666666 44.116666666),"44.116666666667, 15.216666666667",Venise,,"45.439722222222, 12.331944444444"
Benvenuto Tisi,1481-01-01T00:00:00Z,1559-09-06T00:00:00Z,Ferrare,Point(11.619865 44.835297),"44.835297, 11.619865",Ferrare,,"44.835297, 11.619865"
Giovanni da Udine,1487-10-15T00:00:00Z,1564-01-01T00:00:00Z,Udine,Point(13.233333333 46.066666666),"46.066666666667, 13.233333333333",Rome,,"41.893055555556, 12.482777777778"
Melchior Feselen,1495-01-01T00:00:00Z,1538-04-10T00:00:00Z,Passau,Point(13.466666666 48.566666666),"48.566666666667, 13.466666666667",Ingolstadt,,"48.76667, 11.41469"
Melchior Feselen,1495-01-01T00:00:00Z,1538-04-10T00:00:00Z,Passau,Point(13.466666666 48.566666666),"48.566666666667, 13.466666666667",Ingolstadt,,"48.763611111111, 11.426111111111"
Kanō Eitoku,1543-03-08T00:00:00Z,1590-10-12T00:00:00Z,Kyoto,Point(135.768055555 35.011666666),"35.011666666667, 135.76805555556",Kyoto,,"35.011666666667, 135.76805555556"
Pirro Ligorio,1513-01-01T00:00:00Z,1583-10-30T00:00:00Z,Naples,Point(14.25 40.833333333),"40.833333333333, 14.25",Ferrare,,"44.835297, 11.619865"
Galeazzo Campi,1475-01-01T00:00:00Z,1536-01-01T00:00:00Z,Crémone,Point(10.033333333 45.133333333),"45.133333333333, 10.033333333333",Crémone,,"45.133333333333, 10.033333333333"
Hans Sebald Beham,1500-01-01T00:00:00Z,1550-12-02T00:00:00Z,Nuremberg,Point(11.077777777 49.452777777),"49.452777777778, 11.077777777778",Francfort-sur-le-Main,,"50.113611111111, 8.6797222222222"
Girolamo Alibrandi,1470-01-01T00:00:00Z,1524-01-01T00:00:00Z,Messine,Point(15.55 38.183333333),"38.183333333333, 15.55",Messine,,"38.183333333333, 15.55"
Dono Doni,1505-01-01T00:00:00Z,1575-01-01T00:00:00Z,Assise,Point(12.6175 43.07),"43.07, 12.6175",Assise,,"43.07, 12.6175"
Heinrich Aldegrever,1502-01-01T00:00:00Z,1562-01-01T00:00:00Z,Paderborn,Point(8.766666666 51.716666666),"51.716666666667, 8.7666666666667",Soest,,"51.571111111111, 8.1091666666667"
Girolamo del Pacchia,1477-01-05T00:00:00Z,1533-01-01T00:00:00Z,Sienne,Point(11.331388888 43.318333333),"43.318333333333, 11.331388888889",Sienne,,"43.318333333333, 11.331388888889"
Giovanni Battista Caporali,1476-01-01T00:00:00Z,1560-01-01T00:00:00Z,Pérouse,Point(12.3888 43.1121),"43.1121, 12.3888",Pérouse,,"43.1121, 12.3888"
Ludger tom Ring der Jüngere,1522-01-01T00:00:00Z,1584-01-01T00:00:00Z,Münster,Point(7.633333333 51.966666666),"51.966666666667, 7.6333333333333",Brunswick,,"52.269166666667, 10.521111111111"
Francesco Salviati,1510-01-01T00:00:00Z,1563-11-11T00:00:00Z,Florence,Point(11.254166666 43.771388888),"43.771388888889, 11.254166666667",Rome,,"41.893055555556, 12.482777777778"
Sin Saimdang,1504-10-29T00:00:00Z,1551-05-17T00:00:00Z,Gangneung,Point(128.896111111 37.755555555),"37.755555555556, 128.89611111111",Paju,,"37.832777777778, 126.81694444444"
Bartolomeo Genga,1518-01-01T00:00:00Z,1558-01-01T00:00:00Z,Cesena,Point(12.233333333 44.133333333),"44.133333333333, 12.233333333333",Malte,,"35.883333333333, 14.5"
Jean Cousin le Jeune,1522-01-01T00:00:00Z,1595-01-01T00:00:00Z,Sens,Point(3.283333333 48.197222222),"48.197222222222, 3.2833333333333",Paris,,"48.856577777778, 2.3518277777778"
Davide Ghirlandaio,1452-01-01T00:00:00Z,1525-08-10T00:00:00Z,Florence,Point(11.254166666 43.771388888),"43.771388888889, 11.254166666667",Florence,,"43.771388888889, 11.254166666667"
Benvenuto Cellini,1500-11-13T00:00:00Z,1571-02-23T00:00:00Z,Florence,Point(11.254166666 43.771388888),"43.771388888889, 11.254166666667",Florence,,"43.771388888889, 11.254166666667"
Marinus van Reymerswale,1490-01-01T00:00:00Z,1546-01-01T00:00:00Z,Reimerswaal,Point(4.1167 51.4333),"51.4333, 4.1167",Goes,,"51.5, 3.8833333333333"
Marinus van Reymerswale,1490-01-01T00:00:00Z,1546-01-01T00:00:00Z,Reimerswaal,Point(4.1167 51.4333),"51.4333, 4.1167",Goes,,"51.50417, 3.88889"
Giorgio Andreoli,1465-01-01T00:00:00Z,1553-01-01T00:00:00Z,Verbania,Point(8.533333333 45.933333333),"45.933333333333, 8.5333333333333",Gubbio,,"43.35, 12.566666666667"
Anton Woensam,1500-01-01T00:00:00Z,1541-01-01T00:00:00Z,Worms,Point(8.365277777 49.631944444),"49.631944444444, 8.3652777777778",Cologne,,"50.942222222222, 6.9577777777778"
Paolo Fiammingo,1540-01-01T00:00:00Z,1596-12-20T00:00:00Z,Anvers,Point(4.4 51.216666666),"51.216666666667, 4.4",Venise,,"45.439722222222, 12.331944444444"
Andrija Aleši,1425-01-01T00:00:00Z,1505-01-01T00:00:00Z,Lezhë,Point(19.633333333 41.783333333),"41.783333333333, 19.633333333333",Split,,"43.51, 16.45"
Luca Cambiaso,1527-11-07T00:00:00Z,1585-09-06T00:00:00Z,Moneglia,Point(9.490275 44.238619444),"44.238619444444, 9.490275",Escurial,,"40.589167, -4.147778"
Martin Schaffner,1478-01-01T00:00:00Z,1548-01-01T00:00:00Z,Ulm,Point(9.983333333 48.4),"48.4, 9.9833333333333",Ulm,,"48.4, 9.9833333333333"
Jean Jacques Caraglio,1500-01-01T00:00:00Z,1565-08-26T00:00:00Z,Vérone,Point(10.993741666 45.438158333),"45.438158333333, 10.993741666667",Parme,,"44.801472222222, 10.328"
Frans Floris I,1519-01-01T00:00:00Z,1570-10-01T00:00:00Z,Anvers,Point(4.4 51.216666666),"51.216666666667, 4.4",Anvers,,"51.216666666667, 4.4"
Jérôme Cock,1518-01-01T00:00:00Z,1570-10-30T00:00:00Z,Anvers,Point(4.4 51.216666666),"51.216666666667, 4.4",Anvers,,"51.216666666667, 4.4"
Jacob de Backer,1545-01-01T00:00:00Z,1585-01-01T00:00:00Z,Anvers,Point(4.4 51.216666666),"51.216666666667, 4.4",Anvers,,"51.216666666667, 4.4"
Daniel Hopfer,1470-01-01T00:00:00Z,1536-01-01T00:00:00Z,Kaufbeuren,Point(10.6225 47.88),"47.88, 10.6225",Augsbourg,,"48.371666666667, 10.898333333333"
Filippo Mazzola,1460-01-01T00:00:00Z,1505-01-01T00:00:00Z,Parme,Point(10.328 44.801472222),"44.801472222222, 10.328",Parme,,"44.801472222222, 10.328"
Pontormo,1494-06-11T00:00:00Z,1557-01-22T00:00:00Z,Empoli,Point(10.95 43.716666666),"43.716666666667, 10.95",Florence,,"43.771388888889, 11.254166666667"
Alonso Sánchez Coello,1531-01-01T00:00:00Z,1588-08-08T00:00:00Z,Benifairó de les Valls,Point(-0.2686309 39.7277183),"39.7277183, -0.2686309",Madrid,,"40.418888888889, -3.6919444444444"
Hermen Rode,1430-01-01T00:00:00Z,1504-01-01T00:00:00Z,Lübeck,Point(10.686388888 53.869722222),"53.869722222222, 10.686388888889",Lübeck,,"53.869722222222, 10.686388888889"
Antonello da Palermo,1467-01-01T00:00:00Z,1542-01-01T00:00:00Z,Palerme,Point(13.361262 38.115658),"38.115658, 13.361262",Palerme,,"38.115658, 13.361262"
Gaudenzio Ferrari,1475-01-01T00:00:00Z,1546-01-31T00:00:00Z,Valduggia,Point(8.333333333 45.733333333),"45.733333333333, 8.3333333333333",Milan,,"45.464161, 9.190336"
Pieter Aertsen,1508-01-01T00:00:00Z,1575-06-03T00:00:00Z,Amsterdam,Point(4.9 52.383333333),"52.383333333333, 4.9",Amsterdam,,"52.383333333333, 4.9"
Antoine Lafréry,1512-01-01T00:00:00Z,1577-01-01T00:00:00Z,Orgelet,Point(5.610277777 46.522222222),"46.522222222222, 5.6102777777778",Rome,,"41.893055555556, 12.482777777778"
Jörg Breu le Jeune,1510-01-01T00:00:00Z,1547-01-01T00:00:00Z,Augsbourg,Point(10.898333333 48.371666666),"48.371666666667, 10.898333333333",Augsbourg,,"48.371666666667, 10.898333333333"
Christoph Schwartz,1545-01-01T00:00:00Z,1592-04-15T00:00:00Z,Munich,Point(11.566666666 48.133333333),"48.133333333333, 11.566666666667",Munich,,"48.133333333333, 11.566666666667"
Niccolò Soggi,1474-01-01T00:00:00Z,1552-07-12T00:00:00Z,Arezzo,Point(11.878055555 43.463055555),"43.463055555556, 11.878055555556",Arezzo,,"43.463055555556, 11.878055555556"
Francesco Melzi,1491-01-01T00:00:00Z,1568-01-01T00:00:00Z,Milan,Point(9.190336 45.464161),"45.464161, 9.190336",Vaprio d'Adda,,"45.566666666667, 9.5333333333333"
Pirro Ligorio,1514-01-01T00:00:00Z,1583-10-30T00:00:00Z,Naples,Point(14.25 40.833333333),"40.833333333333, 14.25",Ferrare,,"44.835297, 11.619865"
Ambrosius Benson,1500-01-01T00:00:00Z,1550-01-01T00:00:00Z,Italie du Nord,Point(10.5 45.5),"45.5, 10.5",Bruges,,"51.209444444444, 3.22"
Antonello da Palermo,1476-01-01T00:00:00Z,1542-01-01T00:00:00Z,Palerme,Point(13.361262 38.115658),"38.115658, 13.361262",Palerme,,"38.115658, 13.361262"
Pieter Pourbus,1523-01-01T00:00:00Z,1584-01-30T00:00:00Z,Gouda,Point(4.716666666 52.016666666),"52.016666666667, 4.7166666666667",Bruges,,"51.209444444444, 3.22"
Pieter Pourbus,1523-01-01T00:00:00Z,1584-01-30T00:00:00Z,Gouda,Point(4.716666666 52.016666666),"52.01917, 4.7079",Bruges,,"51.209444444444, 3.22"
Baldassare Estense,1432-01-01T00:00:00Z,1504-01-01T00:00:00Z,Reggio d'Émilie,Point(10.633333333 44.7),"44.7, 10.633333333333",Ferrare,,"44.835297, 11.619865"
Giovanni Maria Chiodarolo,1480-01-01T00:00:00Z,1530-01-01T00:00:00Z,Bologne,Point(11.342777777 44.493888888),"44.493888888889, 11.342777777778",Bologne,,"44.493888888889, 11.342777777778"
Bartolomeo Caporali,1420-01-01T00:00:00Z,1505-01-01T00:00:00Z,Pérouse,Point(12.3888 43.1121),"43.1121, 12.3888",Pérouse,,"43.1121, 12.3888"
Giovanni Gerolamo Savoldo,1480-01-01T00:00:00Z,1548-01-01T00:00:00Z,Brescia,Point(10.220280555 45.538888888),"45.538888888889, 10.220280555556",Venise,,"45.439722222222, 12.331944444444"
Bartolomeo Veneto,1502-01-01T00:00:00Z,1555-01-01T00:00:00Z,Italie du Nord,Point(10.5 45.5),"45.5, 10.5",Turin,,"45.066666666667, 7.7"
Pieter Pourbus,1524-01-01T00:00:00Z,1584-01-30T00:00:00Z,Gouda,Point(4.716666666 52.016666666),"52.016666666667, 4.7166666666667",Bruges,,"51.209444444444, 3.22"
Pieter Pourbus,1524-01-01T00:00:00Z,1584-01-30T00:00:00Z,Gouda,Point(4.716666666 52.016666666),"52.01917, 4.7079",Bruges,,"51.209444444444, 3.22"
Cesare Cesariano,1475-01-01T00:00:00Z,1543-01-01T00:00:00Z,Milan,Point(9.190336 45.464161),"45.464161, 9.190336",Milan,,"45.464161, 9.190336"
Bartolomeo Passarotti,1529-06-28T00:00:00Z,1592-06-03T00:00:00Z,Bologne,Point(11.342777777 44.493888888),"44.493888888889, 11.342777777778",Rome,,"41.893055555556, 12.482777777778"
Pieter Pourbus,1523-01-01T00:00:00Z,1584-01-30T00:00:00Z,Gouda,Point(4.7079 52.01917),"52.016666666667, 4.7166666666667",Bruges,,"51.209444444444, 3.22"
Pieter Pourbus,1523-01-01T00:00:00Z,1584-01-30T00:00:00Z,Gouda,Point(4.7079 52.01917),"52.01917, 4.7079",Bruges,,"51.209444444444, 3.22"
Benvenuto di Giovanni,1436-09-13T00:00:00Z,1518-01-01T00:00:00Z,Sienne,Point(11.331388888 43.318333333),"43.318333333333, 11.331388888889",Sienne,,"43.318333333333, 11.331388888889"
Giovanni Ambrogio de Predis,1455-01-01T00:00:00Z,1522-01-01T00:00:00Z,Milan,Point(9.190336 45.464161),"45.464161, 9.190336",Milan,,"45.464161, 9.190336"
Raffaellino del Garbo,1470-01-01T00:00:00Z,1524-01-01T00:00:00Z,Barberino Val d'Elsa,Point(11.172175 43.543327777),"43.543327777778, 11.172175",Florence,,"43.771388888889, 11.254166666667"
Raffaellino del Garbo,1470-01-01T00:00:00Z,1524-01-01T00:00:00Z,Florence,Point(11.254166666 43.771388888),"43.771388888889, 11.254166666667",Florence,,"43.771388888889, 11.254166666667"
Baldassare Estense,1443-01-01T00:00:00Z,1504-01-01T00:00:00Z,Reggio d'Émilie,Point(10.633333333 44.7),"44.7, 10.633333333333",Ferrare,,"44.835297, 11.619865"
Bartolomeo Cincani,1450-10-20T00:00:00Z,1523-10-21T00:00:00Z,Vicence,Point(11.55 45.55),"45.55, 11.55",Vicence,,"45.55, 11.55"
Baldassare Estense,1432-01-01T00:00:00Z,1506-01-01T00:00:00Z,Reggio d'Émilie,Point(10.633333333 44.7),"44.7, 10.633333333333",Ferrare,,"44.835297, 11.619865"
Michiel Coxcie,1499-03-23T00:00:00Z,1592-03-03T00:00:00Z,Malines,Point(4.466666666 51.016666666),"51.016666666667, 4.4666666666667",Malines,,"51.016666666667, 4.4666666666667"
Jehan Bellegambe,1470-01-01T00:00:00Z,1534-01-01T00:00:00Z,Douai,Point(3.079166666 50.370833333),"50.370833333333, 3.0791666666667",Douai,,"50.370833333333, 3.0791666666667"
Bernardino Gatti,1495-01-01T00:00:00Z,1576-02-22T00:00:00Z,Pavie,Point(9.155 45.185280555),"45.185280555556, 9.155",Crémone,,"45.133333333333, 10.033333333333"
Salai,1480-01-01T00:00:00Z,1524-02-08T00:00:00Z,Milan,Point(9.190336 45.464161),"45.464161, 9.190336",Milan,,"45.464161, 9.190336"
Marco Pino,1521-01-01T00:00:00Z,1583-01-01T00:00:00Z,Sienne,Point(11.331388888 43.318333333),"43.318333333333, 11.331388888889",Naples,,"40.833333333333, 14.25"
Bartolomeo Cincani,1450-10-20T00:00:00Z,1523-10-11T00:00:00Z,Vicence,Point(11.55 45.55),"45.55, 11.55",Vicence,,"45.55, 11.55"
Simon Bening,1483-01-01T00:00:00Z,1561-11-16T00:00:00Z,Gand,Point(3.716666666 51.05),"51.05, 3.7166666666667",Bruges,,"51.209444444444, 3.22"
Pieter Pourbus,1524-01-01T00:00:00Z,1584-01-30T00:00:00Z,Gouda,Point(4.7079 52.01917),"52.016666666667, 4.7166666666667",Bruges,,"51.209444444444, 3.22"
Pieter Pourbus,1524-01-01T00:00:00Z,1584-01-30T00:00:00Z,Gouda,Point(4.7079 52.01917),"52.01917, 4.7079",Bruges,,"51.209444444444, 3.22"
Baldassare Estense,1443-01-01T00:00:00Z,1506-01-01T00:00:00Z,Reggio d'Émilie,Point(10.633333333 44.7),"44.7, 10.633333333333",Ferrare,,"44.835297, 11.619865"
Le Riccio,1505-01-01T00:00:00Z,1571-01-01T00:00:00Z,Sienne,Point(11.331388888 43.318333333),"43.318333333333, 11.331388888889",Sienne,,"43.318333333333, 11.331388888889"
Giovanni Ambrogio de Predis,1455-01-01T00:00:00Z,1509-01-01T00:00:00Z,Milan,Point(9.190336 45.464161),"45.464161, 9.190336",Milan,,"45.464161, 9.190336"
Sebastiano Florigerio,1510-01-01T00:00:00Z,1543-01-01T00:00:00Z,Conegliano,Point(12.296944444 45.887222222),"45.887222222222, 12.296944444444",Udine,,"46.066666666667, 13.233333333333"
Bernardino Campi,1520-01-01T00:00:00Z,1591-01-01T00:00:00Z,Reggio d'Émilie,Point(10.633333333 44.7),"44.7, 10.633333333333",Reggio d'Émilie,,"44.7, 10.633333333333"
Raffaellino del Garbo,1470-01-01T00:00:00Z,1527-01-01T00:00:00Z,Barberino Val d'Elsa,Point(11.172175 43.543327777),"43.543327777778, 11.172175",Florence,,"43.771388888889, 11.254166666667"
Raffaellino del Garbo,1470-01-01T00:00:00Z,1527-01-01T00:00:00Z,Florence,Point(11.254166666 43.771388888),"43.771388888889, 11.254166666667",Florence,,"43.771388888889, 11.254166666667"
Marcellus Coffermans,1549-01-01T00:00:00Z,1575-01-01T00:00:00Z,Anvers,Point(4.4 51.216666666),"51.216666666667, 4.4",Anvers,,"51.216666666667, 4.4"
Fernando Gallego,1440-01-01T00:00:00Z,1507-01-01T00:00:00Z,Salamanque,Point(-5.663888888 40.965),"40.965, -5.6638888888889",Salamanque,,"40.965, -5.6638888888889"
Niccolò Boldrini,1500-01-01T00:00:00Z,1566-01-01T00:00:00Z,Vicence,Point(11.55 45.55),"45.55, 11.55",Venise,,"45.439722222222, 12.331944444444"
Vittorio Crivelli,1440-01-01T00:00:00Z,1501-01-01T00:00:00Z,Venise,Point(12.331944444 45.439722222),"45.439722222222, 12.331944444444",Fermo,,"43.160419444444, 13.7181"
Giovanni Cariani,1485-01-01T00:00:00Z,1547-12-16T00:00:00Z,San Giovanni Bianco,Point(9.65 45.866666666),"45.866666666667, 9.65",Venise,,"45.439722222222, 12.331944444444"
Jan van Dornicke,1475-01-01T00:00:00Z,1527-01-01T00:00:00Z,Tournai,Point(3.383333333 50.6),"50.6, 3.3833333333333",Anvers,,"51.216666666667, 4.4"
Giovanni Battista Zelotti,1526-01-01T00:00:00Z,1578-08-28T00:00:00Z,Venise,Point(12.331944444 45.439722222),"45.439722222222, 12.331944444444",Mantoue,,"45.156388888889, 10.791111111111"
Wouter Pietersz Crabeth,1510-01-01T00:00:00Z,1590-01-01T00:00:00Z,Gouda,Point(4.7079 52.01917),"52.016666666667, 4.7166666666667",Gouda,,"52.016666666667, 4.7166666666667"
Wouter Pietersz Crabeth,1510-01-01T00:00:00Z,1590-01-01T00:00:00Z,Gouda,Point(4.7079 52.01917),"52.01917, 4.7079",Gouda,,"52.016666666667, 4.7166666666667"
Wouter Pietersz Crabeth,1510-01-01T00:00:00Z,1590-01-01T00:00:00Z,Gouda,Point(4.7079 52.01917),"52.016666666667, 4.7166666666667",Gouda,,"52.01917, 4.7079"
Wouter Pietersz Crabeth,1510-01-01T00:00:00Z,1590-01-01T00:00:00Z,Gouda,Point(4.7079 52.01917),"52.01917, 4.7079",Gouda,,"52.01917, 4.7079"
Georg Lemberger,1490-01-01T00:00:00Z,1540-01-01T00:00:00Z,Landshut,Point(12.150833333 48.539722222),"48.539722222222, 12.150833333333",Magdebourg,,"52.133333333333, 11.616666666667"
Innocenzo da Imola,1490-01-01T00:00:00Z,1548-01-01T00:00:00Z,Imola,Point(11.714373194 44.353444388),"44.353444388889, 11.714373194444",Bologne,,"44.493888888889, 11.342777777778"
Goossen van der Weyden,1455-01-01T00:00:00Z,1543-01-01T00:00:00Z,Bruxelles,Point(4.3525 50.846666666),"50.846666666667, 4.3525",Anvers,,"51.216666666667, 4.4"
Francesco Beccaruzzi,1492-01-01T00:00:00Z,1562-01-01T00:00:00Z,Conegliano,Point(12.296944444 45.887222222),"45.887222222222, 12.296944444444",Trévise,,"45.672219444444, 12.242219444444"
Leonardo da Pistoia,1502-01-01T00:00:00Z,1548-06-26T00:00:00Z,Pistoia,Point(10.916666666 43.933333333),"43.933333333333, 10.916666666667",Naples,,"40.833333333333, 14.25"
Francesco Terzio,1523-01-01T00:00:00Z,1591-08-20T00:00:00Z,Bergame,Point(9.67 45.695),"45.695, 9.67",Rome,,"41.893055555556, 12.482777777778"
Théophane le Crétois,1490-01-01T00:00:00Z,1559-01-01T00:00:00Z,Héraklion,Point(25.133333333 35.333333333),"35.333333333333, 25.133333333333",Héraklion,,"35.333333333333, 25.133333333333"
Josse Lieferinxe,1500-01-01T00:00:00Z,1508-01-01T00:00:00Z,Enghien,Point(4.033333333 50.7),"50.7, 4.0333333333333",Marseille,,"43.296666666667, 5.3763888888889"
Guillaume de Marcillat,1470-01-01T00:00:00Z,1529-01-01T00:00:00Z,La Châtre,Point(1.987222222 46.582222222),"46.582222222222, 1.9872222222222",Arezzo,,"43.463055555556, 11.878055555556"
Pietro del Donzello,1452-01-01T00:00:00Z,1509-02-24T00:00:00Z,Florence,Point(11.254166666 43.771388888),"43.771388888889, 11.254166666667",Florence,,"43.771388888889, 11.254166666667"
Battista Franco,1510-01-01T00:00:00Z,1561-01-01T00:00:00Z,Venise,Point(12.331944444 45.439722222),"45.439722222222, 12.331944444444",Venise,,"45.439722222222, 12.331944444444"
Hendrick van den Broeck,1519-01-01T00:00:00Z,1597-09-28T00:00:00Z,Malines,Point(4.466666666 51.016666666),"51.016666666667, 4.4666666666667",Rome,,"41.893055555556, 12.482777777778"
